Sentence		Source
- Նա ջահել էր, մեղքեր շատ էր գործել, շա՜տ:		ՊԱՅՔԱՐ 1898
Ո՞վ ջահել ժամանակը մեղքեր չի գործում:		ՊԱՅՔԱՐ 1898
Բայց որ հայ-քրիստոնյան մեռնելիս չհաղորդվի, էլ ի՞նչ երեսով պետք է գնա կանգնի աստծու դատաստանի առաջ:		ՊԱՅՔԱՐ 1898
Մեր աշխարհային դատաստանը չէ, է՜, որ խաբես, աստծու դատաստանն է, վերջին դատաստանը, ահե՜ղ դատաստանը…		ՊԱՅՔԱՐ 1898
Օսանը վերադարձավ քիշմիրի սև շալը ծածկելով ուսերին:		ՊԱՅՔԱՐ 1898
Շտապելուց նրա ձեռքերը դողում էին, իսկ գլուխը սովորականից ավելի խիստ կերպով էր շարժվում:		ՊԱՅՔԱՐ 1898
- Մայրիկ, դու էլ ես գնո՞ւմ,- հարցրեց Սանթրոսյանը:		ՊԱՅՔԱՐ 1898
-Բաս ի՞նչ անեմ, որդի:		ՊԱՅՔԱՐ 1898
Ես էլ որ չգնամ, ո՞վ պետք է մտիկ տա այն անտեր-անտիրական որբին:		ՊԱՅՔԱՐ 1898
Չորանան նրա մոր ոսկորները, ոնց որ չորացել են…		ՊԱՅՔԱՐ 1898
- Օրիորդ Սոլիկյանը նրա մոտ է, ասում է:		ՊԱՅՔԱՐ 1898
- Ի՛հ, հողեմ նրա լպստած գլուխը:		ՊԱՅՔԱՐ 1898
Զաքարը խո սուտ չի ասում:		ՊԱՅՔԱՐ 1898
Լավ աղջիկը ի՞նչ գործ ունի ջահել տղի մոտ:		ՊԱՅՔԱՐ 1898
Նա ո՜վ, նա ո՜վ…		ՊԱՅՔԱՐ 1898
Այն ո՞ր բանաստեղծն է, Մանե, որ ասում է.		ՊԱՅՔԱՐ 1898
Բայց ի՞նչ է պատահել քեզ.		ՊԱՅՔԱՐ 1898
երեսիդ գույն չկա:		ՊԱՅՔԱՐ 1898
Մանեն ցնցվեց և ձեռքով շփեց ճակատը:		ՊԱՅՔԱՐ 1898
Կարծեմ վախեցա,- արտասանեց նա կամաց:		ՊԱՅՔԱՐ 1898
Բաժակ կոտրվի՝ կվախենան, մուկ վազի՝ կվախենան:		ՊԱՅՔԱՐ 1898
Բան չկա, սիրելիս, վեր կաց մի քիչ ջուր խմիր, կանցնի:		ՊԱՅՔԱՐ 1898
Մանեն տեղից անգամ չշարժվեց:		ՊԱՅՔԱՐ 1898
- Դե վեր կաց, մի համառիր,- խնդրեց Սանթրոսյանը:		ՊԱՅՔԱՐ 1898
Մանեն կամաց վեր կացավ և անհաստատուն քայլերով դուրս գնաց:		ՊԱՅՔԱՐ 1898
Վահանը այժմ մտածում էր, թե ինչպես անի, որ Սանթրոսյանին հեռացնի տնից:		ՊԱՅՔԱՐ 1898
- Այժմ արդեն ութին մոտ է,- ասաց նա նայելով ժամացույցին:		ՊԱՅՔԱՐ 1898
- Խնդրում եմ մնացեք Մանեի մոտ, իսկ ես կաշխատեմ շուտ գալ:		ՊԱՅՔԱՐ 1898
Եվ Վահանը հանգիստ թողեց Մանեին, առաջվա փորձերից խրատված:		ՊԱՅՔԱՐ 1898
Գիշերը կամաց-կամաց մոտենում էր:		ՊԱՅՔԱՐ 1898
Ժամանակն անցնում էր սպանիչ դանդաղությամբ:		ՊԱՅՔԱՐ 1898
Ամայի սենյակներում, գիշերային անդորրության մեջ ականջները թշշում էին:		ՊԱՅՔԱՐ 1898
Քարացած օդը լցվում էր ինչ-որ մրմունջով անըմբռնելի, խորհրդավոր և ահավոր, մեռնողի վերջին շունչի պես:		ՊԱՅՔԱՐ 1898
Մանեն դուրս գնաց պատշգամբ:		ՊԱՅՔԱՐ 1898
Դիմացի տան պատուհանները լուսավորված էին պայծառ:		ՊԱՅՔԱՐ 1898
Ջութակը լեզու էր կտրվել.		ՊԱՅՔԱՐ 1898
խոսում էր, աղերսում, լալիս էր հուսահատ հեկեկանքով,- թվում էր, թե մեռնում էր և փրկություն հայցում.		ՊԱՅՔԱՐ 1898
Նա նստեց և տաքացած ճակատը սեղմեց պատշգամբի երկաթյա սառն վանդակի վրա:		ՊԱՅՔԱՐ 1898
- Ինչո՞ւ, ի՞նչ է պատահել…		ՊԱՅՔԱՐ 1898
Կարելի բա՞ն է այդ…		ՊԱՅՔԱՐ 1898
մի՞թե ինձ համար…		ՊԱՅՔԱՐ 1898
Մի բարձրաձայն խմբական քրքրիջ ուշքի բերեց նրան:		ՊԱՅՔԱՐ 1898
Նա գլուխը բարձրացրեց և մեքենայաբար նայեց դիմացի տան ճրագավառ պատուհաններին:		ՊԱՅՔԱՐ 1898
Դաշնամուրը լռել էր, իսկ ջութակը նախկին վշտահար հեծկլտանքի տեղ այժմ ինչ-որ անասնական ձայներ էր հանում.		ՊԱՅՔԱՐ 1898
մերթ խռխռացնում էր խոզի պես, մերթ մլավում կատվի պես, մերթ ծվծվում մկան պես…		ՊԱՅՔԱՐ 1898
Մանեն վեր կացավ, ներս մտավ և անցավ ներքին սենյակները, որպեսզի չլսի այդ անտանելի ձայները:		ՊԱՅՔԱՐ 1898
Այդ բանը, ուրախացնելու տեղ, զարմացրեց Մանեին.		ՊԱՅՔԱՐ 1898
Տերտերին անգամ ուզում էր ներս չթողնել, բայց քաշվեց:		ՊԱՅՔԱՐ 1898
Իսկ հիվանդի դրությունը շատ վատ էր.		ՊԱՅՔԱՐ 1898
հաղորդությունն ընդունելիս ամենևին ուշք չկար գլխին:		ՊԱՅՔԱՐ 1898
Խիստ անհանգիստ դրության մեջ, նա չէր իմանում ինչ անի, ինչ մտածի.		ՊԱՅՔԱՐ 1898
Այդ միջոցին նա ոչինչ չէր զգում.		ՊԱՅՔԱՐ 1898
Հետո պարզապես տեսավ, որ սպասում է, թե երբ պիտի քնի սկեսուրը:		ՊԱՅՔԱՐ 1898
Երբ, վերջապես, սկեսուրն առանձնացավ իր ննջարանը, մի տարօրինակ երկյուղ պաշարեց Մանեին:		ՊԱՅՔԱՐ 1898
Մի տասը րոպեից կառքը կանգ առավ Բադամյանի բնակարանի առաջ:		ՊԱՅՔԱՐ 1898
Դուռը ներսից փակ էր:		ՊԱՅՔԱՐ 1898
Այստեղ, գրասեղանի վրա, կանաչ լուսամփոփի տակ վառվում էր լամպը, և մի մոմ բրոնզյա մոմկալի մեջ:		ՊԱՅՔԱՐ 1898
Պատուհանի տախտակի վրա դրված էր կանացի մի փեղույր:		ՊԱՅՔԱՐ 1898
Սենյակում ոչ-ոք չկար:		ՊԱՅՔԱՐ 1898
Հարևան սենյակի դուռը կիսաբաց էր:		ՊԱՅՔԱՐ 1898
Այնտեղից ոչ մի շշուկ չէր լսվում:		ՊԱՅՔԱՐ 1898
Սենյակի մի անկյունում դրված էր հիվանդի մահճակալը:		ՊԱՅՔԱՐ 1898
Գլխավերևը, մահճակալի հետևը, կլոր սեղանի վրա վառվում էր մի ցածլիկ մոմկալ սև մարմարի պատվանդանով:		ՊԱՅՔԱՐ 1898
Ճրագը լուսավորում էր միայն մահճակալի հետևը և մեռած փայլ էր տալիս պատի պաստառի ոսկեզօծ նկարներին:		ՊԱՅՔԱՐ 1898
Բայց այդ դեմքը պարզ նշմարել չկարողացավ սենյակում տիրող կիսախավարի մեջ:		ՊԱՅՔԱՐ 1898
Այն ժամանակ առավ մոմկալը և, գլխից բարձր բռնած, սկսեց դիտել Բադամյանի դեմքը:		ՊԱՅՔԱՐ 1898
Հիվանդի աչքերը փակ էին.		ՊԱՅՔԱՐ 1898
երեսն էլ կարմիր էր կտրվել.		ՊԱՅՔԱՐ 1898
Երկայն փափուկ մազերն անկարգ խոպոպիկներով շաղ էին անցել բարձի վրա:		ՊԱՅՔԱՐ 1898
Մանեն առավ նրա ձեռքը և իսկույն բաց թողեց- այնքա՛ն տաք էր ու չոր:		ՊԱՅՔԱՐ 1898
- Բադամյա՛ն,- շշնջաց նա:		ՊԱՅՔԱՐ 1898
Նա պառկած էր անշարժ.		ՊԱՅՔԱՐ 1898
- Բադամյա՛ն,- կրկնեց Մանեն, ավելի ևս խոնարհվելով հիվանդի դեմքի վրա:		ՊԱՅՔԱՐ 1898
անգիտակից, զգայազուրկ, ֆոսֆորային հայացքը…		ՊԱՅՔԱՐ 1898
Մի՞թե արդեն մեռնում է…		ՊԱՅՔԱՐ 1898
Նոր հիշեց, որ Հեղինեն այդտեղ պիտի լիներ, բայց նա չկար:		ՊԱՅՔԱՐ 1898
Ծառան ևս չէր երևում:		ՊԱՅՔԱՐ 1898
Մանեն նորից խոնարհվեց հիվանդի դեմքի վրա, նորից սկսեց կանչել նրան, բայց Բադամյանի աչքերն այլևս չբացվեցին:		ՊԱՅՔԱՐ 1898
Հիվանդությունը միանգամայն փոխել էր նրա դեմքը.		ՊԱՅՔԱՐ 1898
Մանեն մոմկալը դրեց առաջվա տեղը և նստեց մահճակալի մոտ դրված աթոռի վրա:		ՊԱՅՔԱՐ 1898
անշուշտ երազ է,- մտածում էր նա մեքենայաբար:		ՊԱՅՔԱՐ 1898
Հիվանդը տնքաց, շարժվեց, ձեռքերով ետ քաշեց վերմակը կրծքից, և, խիստ տաքության մեջ, սկսեց զառանցել:		ՊԱՅՔԱՐ 1898
Մանեն ցնցվեց և լարեց իր ամբողջ լսողությունը, բայց հիվանդի զառանցանքից ոչինչ չհասկացավ:		ՊԱՅՔԱՐ 1898
Այնուհետև հիվանդը հանգստացավ և նորից առաջվա դրության մեջ ընկավ:		ՊԱՅՔԱՐ 1898
Մանեն գամվել էր աթոռի վրա:		ՊԱՅՔԱՐ 1898
Այժմ նա հանգիստ էր:		ՊԱՅՔԱՐ 1898
Ծոցի ժամացույցը ճկճկում էր սեղանի վրա անդուլ ու անտարբեր:		ՊԱՅՔԱՐ 1898
բայց երբ մոտեցավ և տեսավ, որ Մանեն է, զարմանքից մի զսպած ճիչ արձակեց ակամա.		ՊԱՅՔԱՐ 1898
Ի՞նչ ես շինում այստեղ,- շշնջաց նա:		ՊԱՅՔԱՐ 1898
Մանեն իր մեծ-մեծ սառած աչքերով նայեց նրան և ոչինչ չպատասխանեց:		ՊԱՅՔԱՐ 1898
- Ինչո՞ւ ես եկել, ո՞վ ասաց, որ գաս,- շշնջաց նա, դուռը զգուշորեն դնելով:		ՊԱՅՔԱՐ 1898
- Մեռնում է, չէ՞,- հարցրեց նա տարօրինակ հանգիստ ձայնով:		ՊԱՅՔԱՐ 1898
- Ո՞վ ասաց քեզ, թե մեռնում է,- բացականչեց Հեղինեն զայրացած:		ՊԱՅՔԱՐ 1898
- Այն հիմար պառավնե՞րը:		ՊԱՅՔԱՐ 1898
Եվ դու գլուխդ կորցրած վազել ես այս կեսգիշերին:		ՊԱՅՔԱՐ 1898
Եվ, երևի, թաքուն…		ՊԱՅՔԱՐ 1898
- Մանեն ոչինչ չպատասխանեց:		ՊԱՅՔԱՐ 1898
- Լսիր, քեզ հետ եմ, ի՞նչ ես լռում…		ՊԱՅՔԱՐ 1898
Ամուսինդ գիտե՞, որ այստեղ ես:		ՊԱՅՔԱՐ 1898
- Բայց որ իմանա՞:		ՊԱՅՔԱՐ 1898
- Ի՞նչ անեմ,- ասաց Մանեն, անփութորեն թոթվելով ուսերը:		ՊԱՅՔԱՐ 1898
- Չիմանա էլ, ես ինքս կհայտնեմ,- ավելացրեց նա:		ՊԱՅՔԱՐ 1898
Հեղինեն, վերին աստիճանի ապշած, ձեռքերը զարկեց իրար:		ՊԱՅՔԱՐ 1898
- Մանե՛, գժվե՞լ ես…		ՊԱՅՔԱՐ 1898
Հասկանո՞ւմ ես ինչ ես ասում…		ՊԱՅՔԱՐ 1898
Զարմանալի անդորրություն էր տիրում նրա բոլոր շարժումների և հայացքի մեջ:		ՊԱՅՔԱՐ 1898
- Այժմ ինձ համար ողջ մեկ է,- ասաց նա, շարունակ տարված իր ներքին մտքերով:		ՊԱՅՔԱՐ 1898
Բոլորը հիմարություն է…		ՊԱՅՔԱՐ 1898
Հեղինեին թվաց, թե երազի մեջ է լսում այդ խոսքերը Մանեի բերանից:		ՊԱՅՔԱՐ 1898
- Մանե, լսիր ինչ եմ ասում,- ասաց նա առնելով ընկերուհու ձեռքերը:		ՊԱՅՔԱՐ 1898
- Աղաչում եմ, վեր կաց գնա:		ՊԱՅՔԱՐ 1898
Աստված է վկա, դու քեզ կկործանես:		ՊԱՅՔԱՐ 1898
Դեռևս վաղ է:		ՊԱՅՔԱՐ 1898
Եթե հարցնեն, ասա ինձ մոտ էիր, մեր տանը:		ՊԱՅՔԱՐ 1898
ձերոնք գիտեն, որ այստեղ եմ:		ՊԱՅՔԱՐ 1898
մի խոսքով- հնարիր՝ ինչ ուզում ես, միայն մի ասիր, որ այստեղ էիր…		ՊԱՅՔԱՐ 1898
Լսո՞ւմ ես, լսո՞ւմ ես, Մանե ջան:		ՊԱՅՔԱՐ 1898
Իսկույն ծառային կասեմ, որ կառք կանչի:		ՊԱՅՔԱՐ 1898
Եվ, առանց սպասելու Մանեի պատասխանին, նա շտապով դուրս գնաց, բայց իսկույն էլ վերադարձավ:		ՊԱՅՔԱՐ 1898
- Զարմանալի է, մի՞թե ծառան դեռևս չի վերադարձել.		ՊԱՅՔԱՐ 1898
ես նրան մեր տուն ղրկեցի, որ…		ՊԱՅՔԱՐ 1898
- Ավելորդ է,- ընդհատեց նրան Մանեն նույն հանգիստ ձայնով.		ՊԱՅՔԱՐ 1898
- այս գիշեր ես պետք է մնամ այստեղ:		ՊԱՅՔԱՐ 1898
- Ինչպե՞ս թե՝ այնպես:		ՊԱՅՔԱՐ 1898
- Որովհետև ես այսպես եմ ուզում:		ՊԱՅՔԱՐ 1898
- Մանե, մի՛ համառիր:		ՊԱՅՔԱՐ 1898
Աղաչում եմ, մի՛ համառիր:		ՊԱՅՔԱՐ 1898
Դա քաջություն չէ, դա խելացնորություն է:		ՊԱՅՔԱՐ 1898
Ճիշտ է, Բադամյանի դրությունը լավ չէ, բայց, հավատացնում եմ քեզ, ոչինչ չի պատահիլ:		ՊԱՅՔԱՐ 1898
Բժիշկն այս երեկո այստեղ էր, ասաց, որ նրա առողջ կազմվածքը կհաղթե:		ՊԱՅՔԱՐ 1898
Վերջապես, ես էլ մի բան հասկանո՞ւմ եմ, թե ոչ:		ՊԱՅՔԱՐ 1898
Թոքերի պարզ բորբոքում է, որ առաջացել է մրսելուց և անզգույշ մնալուց, ուրիշ բան չկա:		ՊԱՅՔԱՐ 1898
Չես հավատո՞ւմ ինձ:		ՊԱՅՔԱՐ 1898
- Երեխա՞ եմ, ինչ է, որ ուզում ես խաբել:		ՊԱՅՔԱՐ 1898
Ես տեսա նրա աչքերը.		ՊԱՅՔԱՐ 1898
նա արդեն մեռած է…		ՊԱՅՔԱՐ 1898
Ես կանչեմ նրան, և նա չլսի՞ ինձ…		ՊԱՅՔԱՐ 1898
նա նայի ինձ և չճանաչի՞…		ՊԱՅՔԱՐ 1898
Մանեի ձայնը դողաց:		ՊԱՅՔԱՐ 1898
Նա շրթունքները պինդ սեղմեց իրար և կուլ տվեց հեծկլտանքը:		ՊԱՅՔԱՐ 1898
Աչքերն առատորեն լցվեցին արցունքով:		ՊԱՅՔԱՐ 1898
- Այսքան ժամանակ ես չարչարեցի, տանջեցի նրան…		ՊԱՅՔԱՐ 1898
չարարեցի, տանջեցի և ինձ,- շարունակեց նա դողդոջուն ձայնով:		ՊԱՅՔԱՐ 1898
- Ինչո՞ւ համար, մեկ հարցնող լինի, ինչո՞ւ համար:		ՊԱՅՔԱՐ 1898
Որ նրան և նրա հետ ինձ ա՞յս օրին հասցնեմ…		ՊԱՅՔԱՐ 1898
Ես կարծում էի, թե միայն ինձ եմ զոհաբերում, մինչդեռ…		ՊԱՅՔԱՐ 1898
Պարտականություն՝ ասում էի ինձ, սրբազան ուխտ՝ ասում էի ինձ:		ՊԱՅՔԱՐ 1898
Բայց, ահա՛, թող գան և ազատեն ինձ այս հուսահատությունից այդ պարտականությունն ու սրբազան ուխտը:		ՊԱՅՔԱՐ 1898
Ո՞ւր են, թող գան:		ՊԱՅՔԱՐ 1898
Օ՜, եթե գիտենայի, թե այսքա՜ն սիրում եմ նրան…		ՊԱՅՔԱՐ 1898
Մանեն թաշկինակը սեղմեց աչքերին և այլևս չկարողացավ զսպել ծանր, խեղդող հեկեկանքը:		ՊԱՅՔԱՐ 1898
Հեղինեն փորձեց նրան հանգստացնել, բայց իզուր.		ՊԱՅՔԱՐ 1898
Մանեի հեկեկանքը գնալով սաստկանում էր:		ՊԱՅՔԱՐ 1898
Հեղինեն, վերջիվերջո, դուրս եկավ համբերությունից:		ՊԱՅՔԱՐ 1898
- Այդպես չի կարելի, վերջապես,- բացականչեց նա բարկացած:		ՊԱՅՔԱՐ 1898
Գլուխս քարովը տվի, որ մնացի:		ՊԱՅՔԱՐ 1898
Չե՞ք թողնիլ, որ տեսնեմ ինչ եմ անում:		ՊԱՅՔԱՐ 1898
Վազելով գնացել և վազելով էլ եկել եմ, որովհետև ամեն մի րոպեն թանկ է:		ՊԱՅՔԱՐ 1898
Սա ինչի՞ նման է, ասա խնդրեմ:		ՊԱՅՔԱՐ 1898
Եվ դեռ ասում ես, թե սիրում ես նրան…		ՊԱՅՔԱՐ 1898
Այս խոսքերն ազդեցին Մանեին.		ՊԱՅՔԱՐ 1898
նա դադարեց հեկեկալուց և նայեց ընկերուհուն շատ խեղճացած:		ՊԱՅՔԱՐ 1898
- Ես քեզ ի՞նչ եմ անում որ,- նկատեց նա		ՊԱՅՔԱՐ 1898
- Սրանից էլ ավելի բան պետք է անե՞ս.		ՊԱՅՔԱՐ 1898
չես թողնում, որ մի րոպե մտնեմ հիվանդի մոտ:		ՊԱՅՔԱՐ 1898
ես քեզ ե՞րբ եմ բռնում:		ՊԱՅՔԱՐ 1898
ինչպե՞ս անեմ, որ քեզ բան հասկացնեմ:		ՊԱՅՔԱՐ 1898
Մանե ջան, հոգի ջան, հասկացիր ինձ.		ՊԱՅՔԱՐ 1898
ես չեմ կարող հանգիստ իմ բանս տեսնել, քանի որ դու այստեղ ես:		ՊԱՅՔԱՐ 1898
- Ես քեզ չեմ խանգարիլ, աստված է վկա, Էլեն, չեմ խանգարիլ.		ՊԱՅՔԱՐ 1898
ուզում ես, կքարանամ նստած տեղս…		ՊԱՅՔԱՐ 1898
Բժիշկները շատ չուշացան:		ՊԱՅՔԱՐ 1898
