Sentence	Source
జానకికి అసలు విషయం తెలియకపోయినా భద్ర వెక్కిరింతను అర్థం చేసుకుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈ కర్మకాండల మీద నాకూ, మావాడికీ కూడ నమ్మకంలేదండి	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆడదానినోట అటువంటి భావం వినడం వారందరికీ ఆశ్చర్యంగానే వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మనం చేస్తున్నవన్నీ నమ్మకం వుండే చేస్తున్నామా? పెద్దలనాటి నుంచీ వస్తున్న అలవాట్లూ, ఆచారాలూ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒకరికి మనచేత్తో ఉపనయనదీక్ష ఇవ్వడం అనేది మహోత్తమపుణ్యకార్యంగా జమ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అది తప్పు అని తెలిసి చెయ్యడం	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మనం బ్రాహ్మలుగా పుట్టడం కూడా తప్పేనా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంది రామానుజమ్మ ఎంతో బాధతో!	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మన పుట్టుక మన నిమిత్తం లేకుండా జరిగిపోయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సంభాషణ ఆ విధంగా తిరగడం అందరికీ సముద్రపు నీళ్లు పుక్కిలించినట్లు అనిపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి చిరునవ్వులో మనస్సులోని క్రోధాన్ని దాచిపెట్టింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
భద్ర ముఖం జేవురించడం చూసి వూరుకోమన్నట్టు కన్నుగీటింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
విషయం వేడిలో పడిందని గ్రహించి రామానుజమ్మ చటుక్కున మాటమార్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పదినిముషాలు ఆమాటలూ ఈమాటలూ చెప్పి జానకి లేచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒక్కమారు మామగారికి కూడా కనిపించి వస్తా.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తరవాత అందరి దర్శనం చేసుకుంటా, సెలవిప్పిస్తే.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఉంటారా! మా యింటిక్కూడా వోమారు రాండి	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ భద్రను వెంటదీసుకొని మేడమీదికి వెళ్ళింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంది శారద, ఆమె తోడికోడలు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆమె ఇంతసేపూ నిశ్శబ్దంగా కూర్చుని సంభాషణ వింటూంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇంటికి రాగానే సీతాపతి భార్యముఖతః జానకి రాక గురించి విన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కాఫీ కప్పుతో పాటు వివరాలు కూడా అందచేసింది, కళ్ళు తిప్పుతూ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మగాళ్లు ఆవిడ ముందు యెందుకూ చాలరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నన్నూ, రాజామణినీ పీకి పిండిపెట్టినట్లు అనుకున్నారు మీ అమ్మగారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
గరిట కాల్చి వాతబెట్టినట్లు నోరు నొక్కేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని జానకి ఘటికురాలుతనానికి బలం చేర్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అబ్బో, తల్లిని మించిన గడుస్తనం.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆయన్ని కుర్చీలో కూర్చోబెట్టి బొమ్మ గీసేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తాతగారి కోసమని అతడే బత్తాయిలూ, ఆపిల్సూ కొనుక్కొచ్చాడుట.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మొత్తం మీద తల్లీ కొడుకూ ముసలాయన్ని బుట్టలో పెట్టేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
బుట్టలో పెట్టడం యెందుకో శారద చెప్పనక్కర్లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఈమధ్య పంపకాలు, ఆస్తివాటాలు గురించి ఇంట్లో చర్చలు వస్తున్నాయి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
శారద తన వుహలు నిరాధారం కాదని సాక్ష్యాధారాలు చూపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అసలావిడ వెంట వదలడం లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
స్నేహం లేదు సింగినాదం లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మనం యెరగని స్నేహాలేమిటి? బొంబాయిలో ఇల్లు వుందట.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏమాత్రమో పిచికలు దగ్గర చేరేవుంటాయి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మచ్చిక చేసుకొంటే, కానీ ఖర్చు లేకుండా కూతురికి మొగుడు అమరుతాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎంత బాగుంటాడో శారద ఒక చిన్న ఉదాహరణతో చెప్పేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చేసుకోవచ్చునైతే మీ బుల్లి చెల్లెలు పైకి పోనివ్వదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏమిటా మాట? ఎవరన్నా వింటే.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సీతాపతిరావు నిస్సహాయక గదమాయింపు వినిపించేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎక్కడ ఏం లోటు వస్తుందో.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
యెక్కడ కష్టపడిపోతాడో అని వెయ్యి కళ్ళతో కనిపెట్టి ఉంటూంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చివరకి మేటినీ పేరెట్టి లాక్కుపోయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఒక్క నిముషం ఊరుకుని శారద మళ్ళీ అంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
గునపంలా, ఒడ్డూ పొడుగూ వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అయితే చదువూ సంధ్యా అట్టే వున్నట్టు లేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రాదేమో! ఏం గొడవో ఏమో కాని, భద్రమ్మగారు మాత్రం డిగ్రీలమీద వెలపరం చూపిస్తున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వెధవ డిగ్రీలు వుండి లాభమేం? అంటూ అతణ్ణి తెగ మెచ్చుకొంటున్నారు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆవిడేం మాట్లాడలేదా? ఎంతసేపూ భద్ర ఏమందో చెప్తున్నావు?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కొడుకు వడుగు చెయ్యలేదా అన్నారు ఎవరో అక్కడ.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
‘వడుగెందుకు?బ్రాహ్మడి ఎక్కువేమిటి? ఎవళ్ళు పుట్టినా ఒకటే దారి! చెరిగేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆవిడ ధోరిణి ఏమీ నచ్చలేదు మీ అమ్మగారికి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
